,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
381,2021-11-17,37.7408,38.1221,37.7408,38.1221,125.911330044
382,2021-11-18,39.2657,39.2657,39.2657,39.2657,125.911330044
383,2021-11-19,39.2657,39.2657,39.2657,39.2657,123.8128078766
384,2021-11-22,37.7408,38.1221,37.7408,38.1221,453.28078815839996
385,2021-11-23,37.7408,37.7408,37.7408,37.7408,133.2561576299
386,2021-11-24,37.9315,37.9315,37.9315,37.9315,74.49753694270001
387,2021-11-25,39.0751,39.0751,39.0751,39.0751,33.5763546784
388,2021-11-26,39.0751,39.0751,39.0751,39.0751,52.463054185
389,2021-11-29,39.0751,39.0751,38.5033,38.5033,44.0689655154
390,2021-11-30,39.2657,39.2657,39.2657,39.2657,628.5073891362999
391,2021-12-01,39.2657,39.2657,39.2657,39.2657,377.733990132
392,2021-12-02,39.2657,39.2657,39.0751,39.0751,4.1970443348
393,2021-12-03,39.0751,39.0751,39.0751,39.0751,367.241379295
394,2021-12-06,39.0751,39.0751,39.0751,39.0751,322.1231526959
395,2021-12-07,39.2657,39.2657,39.2657,39.2657,172.0788177268
397,2021-12-09,39.2657,39.2657,38.3127,38.3127,443.83743840510004
398,2021-12-10,39.0751,39.0751,39.0751,39.0751,31.477832511
399,2021-12-13,38.3127,38.3127,38.3127,38.3127,53.5123152687
400,2021-12-14,38.1221,38.1221,38.1221,38.1221,166.8325123083
401,2021-12-15,36.4066,36.4066,36.4066,36.4066,349.4039408721
402,2021-12-16,36.7878,36.7878,36.7878,36.7878,145.8472906343
403,2021-12-17,37.169000000000004,37.169000000000004,37.169000000000004,37.169000000000004,232.9359605814
404,2021-12-20,38.1221,38.1221,38.1221,38.1221,52.463054185
405,2021-12-21,38.1221,38.1221,38.1221,38.1221,243.4285714184
406,2021-12-22,40.0282,40.0282,39.0751,39.0751,320.0246305285
407,2021-12-23,39.0751,39.0751,39.0751,39.0751,225.5911329955
408,2021-12-27,40.0282,40.0282,36.5972,36.5972,435.4433497355
409,2021-12-28,39.8376,40.0282,39.8376,40.0282,204.6059113215
410,2021-12-29,40.0282,40.0282,39.8376,39.8376,104.92610837
411,2021-12-30,40.0282,40.0282,40.0282,40.0282,128.0098522114
