,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
462,2021-11-15,6.59615,6.711539999999999,6.59615,6.711539999999999,2906.8
463,2021-11-16,6.711539999999999,6.711539999999999,6.61538,6.711539999999999,1747.2
464,2021-11-17,6.711539999999999,6.73077,6.711539999999999,6.73077,146.64
465,2021-11-18,6.711539999999999,6.73077,6.63462,6.63462,936.0
466,2021-11-19,6.711539999999999,6.711539999999999,6.63462,6.63462,1179.36
467,2021-11-22,6.59615,6.711539999999999,6.51923,6.711539999999999,915.2
468,2021-11-23,6.53846,6.711539999999999,6.53846,6.711539999999999,497.12
469,2021-11-24,6.711539999999999,6.711539999999999,6.63462,6.63462,1383.2
470,2021-11-25,6.65385,6.65385,6.65385,6.65385,239.2
471,2021-11-26,6.65385,6.65385,6.59615,6.65385,2003.04
472,2021-11-29,6.65385,6.65385,6.01923,6.19231,16513.12
473,2021-11-30,6.423080000000001,6.423080000000001,6.23077,6.30769,2886.0
474,2021-12-01,6.423080000000001,6.423080000000001,6.34615,6.423080000000001,869.44
475,2021-12-02,6.34615,6.44231,6.34615,6.44231,2516.8
476,2021-12-03,6.34615,6.61538,6.34615,6.61538,2275.52
477,2021-12-06,6.38462,6.53846,6.38462,6.53846,327.6
478,2021-12-07,6.53846,6.59615,6.53846,6.576919999999999,744.64
479,2021-12-09,6.576919999999999,6.576919999999999,6.53846,6.576919999999999,2091.44
480,2021-12-10,6.38462,6.59615,6.38462,6.59615,264.16
481,2021-12-13,6.557689999999999,6.557689999999999,6.557689999999999,6.557689999999999,436.8
482,2021-12-14,6.48077,6.53846,6.48077,6.53846,145.6
483,2021-12-15,6.53846,6.557689999999999,6.34615,6.423080000000001,6294.08
484,2021-12-16,6.38462,6.423080000000001,6.38462,6.423080000000001,355.68
485,2021-12-17,6.36538,6.44231,6.326919999999999,6.44231,6372.08
486,2021-12-20,6.40385,6.44231,6.34615,6.44231,1423.76
487,2021-12-21,6.34615,6.423080000000001,6.326919999999999,6.423080000000001,5720.0
488,2021-12-22,6.423080000000001,6.423080000000001,6.34615,6.34615,3933.28
489,2021-12-23,6.34615,6.34615,6.25,6.34615,3664.96
490,2021-12-27,6.34615,6.34615,6.25,6.34615,4850.56
491,2021-12-28,6.34615,6.44231,6.34615,6.44231,11343.28
492,2021-12-29,6.44231,6.63462,6.44231,6.63462,1020.24
493,2021-12-30,6.557689999999999,6.63462,6.557689999999999,6.63462,748.8
